RepRapFirmware height map file v2 generated at 2022-10-06 00:59, min error -0.348, max error 0.100, mean -0.054, deviation 0.110
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,5.00,195.00,5.00,170.00,-1.00,38.00,33.00,6,6
      0,      0,      0,      0,      0,      0
  0.023,  0.079,  0.100,  0.079,  0.031, -0.117
  0.037,  0.058,  0.072,  0.038,  0.059, -0.117
 -0.012,  0.023,  0.016, -0.012, -0.067, -0.173
 -0.047, -0.033, -0.047, -0.088, -0.145, -0.257
 -0.131, -0.116, -0.109, -0.166, -0.243, -0.348
